ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_14_SEN_Total,E_14_SEN_Dem,E_14_SEN_Rep,E_14_GOV_Total,E_14_GOV_Dem,E_14_GOV_Rep,E_14_AG_Total,E_14_AG_Dem,E_14_AG_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_SEN_SPEC_Total,E_18_SEN_SPEC_Dem,E_18_SEN_SPEC_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_AUD_Total,E_22_AUD_Dem,E_22_AUD_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep
66,33B,40564,37275,839,1304,686,528,13,42459,37901,1276,1554,1014,830,19,42335,36940,1248,1780,1151,952,113,42545,37858,1440,1537,996,781,16,41796,36273,1885,1931,1089,628,12,31245,28839,540,1077,403,428,6,32998,29975,735,1084,575,646,3,33715,29903,767,1364,720,712,95,33715,29903,767,1205,458,275,12,95,1000,33485,30256,869,1154,579,642,0,32662,29177,1003,1339,622,485,0,24257,12551,11250,24022,12205,11817,17481,9182,8072,17390,8626,8343,16603,9147,7067,24747,11618,10930,22635,13715,8230,22619,11499,10199,22568,11759,10003,22042,10278,10419,24385,12558,10651,27510,14572,12336,27024,13396,11958,24408,12829,10654,22544,12258,9718,22332,11445,10876,22126,10827,10200,22280,12488,9787,22380,12122,10244
67,34A,36861,32711,1019,1585,1318,309,35,41571,35329,1478,2814,1926,275,21,42169,34488,1729,2959,2031,672,60,42623,36913,1430,2811,1141,279,19,42845,35533,955,3150,2222,399,26,26334,23946,571,840,816,182,24,29017,26885,447,1050,539,101,0,31441,26748,1045,1697,1290,445,43,31441,26748,1045,1492,1122,96,5,126,807,30220,27967,449,1211,479,143,0,30479,27555,313,1443,884,239,0,20557,8896,11303,20941,8850,12091,13954,5935,7812,13890,5513,7993,13134,6196,6627,21715,8488,11252,19768,10751,8458,19698,8689,10196,19677,8790,10173,19462,7653,10683,22177,9908,11119,26539,12578,13313,26031,11182,12848,22806,10498,11354,21514,10469,10447,21337,9504,11811,21010,9010,10991,21226,10740,10474,21391,10509,10874
68,34B,36569,23178,1204,6194,5783,426,41,37345,21169,858,7980,7291,245,144,42869,22225,2252,9607,8137,736,82,36014,20044,931,7263,7534,178,63,40028,21184,1552,8707,8037,464,64,26235,18111,689,3569,3693,243,30,25652,17048,463,3554,4320,100,40,31546,18243,1432,5942,5393,485,63,31546,18243,1432,5446,5098,115,3,151,1058,25036,16548,492,3118,4616,139,25,28052,17381,866,4162,5297,234,0,20257,11254,8678,20332,11679,8653,12852,7107,5574,12819,6737,5785,12237,7076,4879,20505,11370,7497,18590,12335,5602,18524,10954,6691,18486,11047,6741,18323,10174,7115,20451,12124,7238,23681,14765,8368,23148,13036,8126,19905,12008,7021,16923,10598,5796,16808,10044,6741,16588,9395,6243,16705,10820,5861,16871,10668,6188
69,35A,41224,35206,1428,2568,1457,719,42,42619,35575,1163,4190,1300,649,31,42891,32645,1939,4465,2547,1224,59,42101,34379,1396,4005,2016,729,16,42726,32985,1715,4843,2665,997,142,31423,27883,857,1378,884,481,25,31979,28394,483,1895,746,399,14,33472,27050,1220,2604,1623,805,35,33472,27050,1220,2211,1422,209,13,100,1247,31747,27608,695,1985,1110,360,4,32524,27235,791,2513,1447,487,15,22555,11328,10682,22036,11460,10576,13537,6921,6363,13481,6520,6526,13037,6981,5602,21746,9241,10336,18212,10333,7076,18169,8952,8066,18179,9111,8135,18049,8147,8501,20633,9931,9267,24075,12157,11211,23535,10578,10315,20363,9962,9237,17375,8929,7724,17264,8541,8707,17148,7802,7962,17212,9310,7884,17284,8974,8290
70,35B,41268,35299,1284,2610,1681,645,38,41365,33562,1680,4058,1823,333,69,42517,31369,1923,5166,2954,1031,57,41981,33508,1931,3795,2522,344,19,42690,32475,2213,4635,2873,704,2,30667,27275,723,1363,1029,358,23,31088,27069,818,1854,1076,190,40,32389,25529,1195,2965,1874,685,39,32389,25529,1195,2551,1654,161,7,115,1177,31533,26951,992,1652,1648,219,15,31802,26278,1166,1954,1951,519,0,23030,11234,11371,22466,11314,11152,13769,6806,6742,13713,6386,6930,13208,6882,5914,22072,9290,10694,18452,10599,7145,18388,9039,8337,18431,9264,8301,18261,8299,8707,20824,10078,9406,24142,12308,11211,23648,10735,10357,20406,9958,9362,17244,8663,7950,17105,8170,8912,16967,7545,8171,17049,8969,8065,17143,8594,8534
71,36A,40695,37043,779,891,1671,386,36,43536,39495,806,949,1841,628,14,42948,36888,1234,1514,2196,720,61,43780,39412,771,1117,1799,578,0,42819,38043,972,1128,2035,454,0,30056,27739,448,644,974,267,18,33010,30710,396,542,907,426,0,33080,29119,745,965,1428,519,54,33080,29119,745,807,1192,185,3,99,930,33258,31070,360,586,837,405,0,32416,29911,442,680,1084,265,0,24581,11365,12791,24653,10956,13697,17157,7598,9334,17114,7155,9553,16249,7875,8018,25072,10689,12087,22979,13092,9306,22867,10752,11188,22906,11011,11172,22484,9364,11820,24916,11859,11862,28306,14159,13451,27853,12827,13291,24967,12139,11864,22963,11563,10834,22754,10484,12255,22450,9908,11431,22668,11794,10857,22841,10956,11866
72,36B,40993,35828,1233,1499,2213,481,55,44256,37503,2079,1988,2721,202,16,42879,34141,2142,2614,3178,820,49,44672,37263,2674,2294,2508,210,32,42675,34201,2987,2248,3159,308,83,32101,29092,718,745,1339,296,29,33642,30195,887,971,1486,110,0,34224,28616,1280,1535,2116,547,36,34224,28616,1280,1224,1915,89,8,106,986,34045,30306,1251,1116,1294,96,0,32011,27730,1252,921,1955,169,0,25698,13612,11589,25060,13492,11568,17241,9265,7722,17183,8706,7986,16254,9385,6488,25067,12427,10288,22178,14024,7460,22107,12026,8990,22127,12306,8975,21682,10764,9401,24073,13173,9577,27046,15531,10888,26515,13944,10470,23868,13278,9552,21523,12335,8572,21216,11468,9725,20962,10667,8961,21155,12647,8470,21342,12337,8983
73,37A,37249,33008,802,1056,2248,212,52,42428,36401,790,2072,2818,472,5,42851,34791,1313,2062,3785,562,36,43060,36852,522,2872,2671,365,29,43647,35959,557,3159,3435,406,45,26306,23826,450,558,1369,125,19,28976,26513,228,652,1312,222,0,31409,26335,780,1223,2435,386,20,31409,26335,780,1015,2214,52,3,95,915,28803,26597,147,710,1129,165,0,29586,26661,208,991,1542,132,0,21905,8622,12970,22964,8775,14189,15812,5782,9868,15810,5463,10059,15085,6104,8758,23818,9300,12457,21808,11489,9850,21743,9286,11815,21733,9250,11909,21448,8164,12338,23981,10544,12436,27763,13277,13888,27311,11691,14135,24289,11056,12404,22796,10872,11425,22553,9758,12781,22206,9112,12285,22430,10911,11498,22710,10785,11914
74,37B,38559,33404,1043,2034,1830,320,53,43529,36759,1213,2737,2624,492,15,42986,33790,1680,3562,2992,752,55,44062,37096,1259,3285,2258,447,15,43533,34809,1339,3881,3048,564,18,29504,26398,625,1084,1221,205,33,32782,29595,548,1147,1250,284,0,33721,27798,1075,2013,2092,516,33,33721,27798,1075,1727,1848,111,9,158,995,33368,29964,611,1440,1173,238,0,32716,28682,631,1629,1522,253,0,24668,11894,12381,24725,11873,12852,16163,7686,8254,16119,7250,8491,15372,7823,7242,25134,11774,10988,22635,13765,8251,22609,11794,9976,22582,11867,9946,22273,10593,10444,24804,13037,10527,28391,15895,11777,27877,14284,11730,24728,13368,10340,22337,12726,9031,22112,11768,10327,21815,10992,9790,22013,12962,9036,22267,12636,9618
75,38A,38767,17967,3456,11991,5245,561,94,42061,16128,3526,15728,7582,457,133,42860,14883,4111,15970,7596,863,83,42919,15817,3038,15872,8548,289,94,43317,14756,3647,16522,8036,646,66,27728,14853,1997,7337,3383,343,67,26386,13379,843,7498,4271,205,4,31316,12858,2551,10412,5088,604,42,31316,12858,2551,9681,4873,130,1,136,1086,27383,13365,618,8182,5016,125,10,28164,13111,984,8587,5215,232,0,16566,10477,5818,17518,11592,5926,9751,6115,3500,9734,5872,3609,9287,6046,3009,17229,10821,5142,14347,10061,3583,14297,9169,4221,14255,9249,4249,14168,8783,4503,16123,10417,4696,18758,12687,5624,18149,10933,5103,15187,9903,4479,11435,7533,3456,11336,7400,3924,11190,6654,3747,11245,7699,3541,11375,7614,3752
76,38B,38387,17254,3357,11297,6319,609,64,39585,15082,4711,12232,7379,313,106,42883,13805,5321,14237,9063,1234,75,40060,14177,4350,14454,7101,361,80,42403,13900,5439,15995,6753,691,24,27754,14931,1974,6774,3861,384,44,24208,12877,1267,5682,4222,147,0,31000,12330,3365,9109,5719,828,56,31000,12330,3365,8284,5432,209,10,138,1232,24315,11963,1274,6709,4101,189,0,25355,12448,1539,6966,3940,312,0,16952,11184,5428,17036,12118,4918,9384,6334,2892,9316,6043,3005,8914,6156,2470,16221,10708,4245,13580,9915,2874,13516,9186,3341,13484,9278,3381,13454,8889,3640,15321,10412,3836,17934,12830,4658,17380,10885,4220,14429,9899,3662,10813,7542,2759,10736,7479,3235,10588,6680,2949,10663,7771,2869,10679,6988,3634
77,39A,38806,28210,3142,4661,2215,982,51,39875,25121,4766,6917,2579,1063,164,42355,24614,5158,8236,3246,1367,67,40137,24336,5165,7391,2544,1040,68,42739,24553,6370,8098,3018,1009,31,29996,23629,1818,2566,1480,621,40,27861,21038,1419,3357,1411,590,20,32703,21192,3257,5125,2247,936,41,32703,21192,3257,4580,2020,260,15,171,1208,27935,20430,1586,3634,1531,664,40,29691,21052,1986,4451,1539,545,0,20590,11976,8120,19936,12357,7579,12348,7540,4576,12283,7195,4676,11772,7427,3871,19480,10631,6970,16805,11190,4754,16730,10115,5538,16748,10312,5549,16609,9441,5944,18688,11180,6220,21554,13647,7309,21035,11880,6823,17974,10891,6058,14616,9154,4906,14518,8808,5695,14379,8067,5171,14468,9472,4980,14363,7717,6544
78,39B,37876,28172,2599,4310,2367,704,68,39869,26702,3182,6960,2442,931,34,42253,25836,3882,8331,3270,1130,57,39531,26196,2855,7052,2403,931,37,41417,25199,3450,9140,3215,494,96,29833,23740,1555,2477,1716,443,42,28006,21941,1033,3410,1161,448,8,32694,21908,2495,5119,2423,765,43,32694,21908,2495,4634,2162,231,14,116,1134,28604,21801,1042,3739,1480,493,8,29757,21316,1515,4891,1774,172,4,21630,12864,8263,23503,14591,8912,14473,8996,5221,14364,8598,5277,13553,8735,4426,21722,13326,6276,19716,14286,4669,19623,12997,5575,19649,13273,5609,19397,12187,5982,21130,14088,5824,23412,16584,6253,22877,14822,6191,20159,13703,5491,16694,11749,4423,16578,11411,5139,16313,10556,4691,16470,12025,4425,16460,10824,5541
79,40A,39732,33448,1319,1713,2969,399,36,42531,34275,1870,2561,3332,620,145,42860,32099,2610,2935,4318,787,85,43649,34606,1777,2623,4160,619,47,43156,32591,2188,3856,3851,798,20,31607,27580,783,970,2030,266,24,31665,27703,663,1305,1696,255,35,33184,26319,1568,1715,2909,515,54,33184,26319,1568,1419,2661,81,28,95,1013,32381,28377,514,1327,1852,258,15,31653,26848,678,1818,2021,275,0,24988,12982,11537,24695,13200,11495,16941,9229,7487,16917,8792,7655,16053,9226,6452,24069,12531,9098,21390,13851,6952,21345,12108,8363,21363,12378,8317,20921,10944,8808,23141,13307,8629,25786,15856,9242,25268,14283,9325,22749,13476,8315,20222,12637,7088,19981,11749,8214,19721,11067,7631,19942,12858,7065,20091,12512,7559
80,40B,39259,31877,1564,2425,3146,455,47,41937,32494,1601,3118,4527,602,89,42183,31035,2004,3654,4736,788,40,41324,31479,1758,3574,4129,722,87,41338,30423,1786,4086,4370,600,15,31541,26796,985,1453,2111,283,33,31798,27346,800,1439,1763,395,0,34062,26496,1335,2311,3284,550,28,34062,26496,1335,1959,3000,111,13,104,1044,31490,26647,909,1650,1890,285,4,31546,26128,936,2090,2003,391,15,24551,14052,10044,23663,13936,9727,17358,10420,6715,17285,9999,6838,16266,10233,5712,24196,14166,7605,22604,15761,6244,22545,14174,7540,22545,14464,7465,22069,12932,7954,23979,15247,7570,26462,17830,8021,26040,16323,8136,23551,15382,7219,21152,14448,6172,20929,13763,7130,20593,12948,6534,20815,14724,6067,21016,14413,6569
81,41A,36359,32375,1070,805,1864,310,46,39367,34902,1439,1147,1827,125,16,42351,34863,2093,1491,2858,713,40,39871,36049,1374,695,1619,129,12,43538,37279,1478,2304,1949,320,62,26434,24135,622,421,1104,189,28,28580,26430,453,561,1079,76,0,31630,26960,1220,856,1821,476,21,31630,26960,1220,646,1629,102,7,130,936,28992,27019,480,341,1041,86,0,31699,28263,721,1154,1290,158,32,22201,10804,10960,22446,10592,11854,16150,7598,8342,16100,7090,8603,15264,7697,7234,23541,10294,11228,21995,12735,8664,21956,10535,10612,21972,10830,10468,21490,9335,10946,24156,11779,11287,28278,14428,13250,27839,13079,13160,24781,12308,11600,23719,12183,11001,23494,11158,12316,23298,10712,11625,23450,12375,11061,23602,12037,11331
82,41B,41508,36956,1527,1573,1147,471,52,41992,36431,1791,1882,1370,499,116,42393,34653,2207,2620,1871,953,63,43068,36834,1716,2672,1033,530,88,42553,35654,2046,2034,1598,803,88,30465,27909,821,824,671,292,35,31679,28517,987,1028,830,182,89,32207,27517,1313,1437,1159,587,38,32207,27517,1313,1185,958,141,15,82,996,32396,28999,980,1388,710,211,70,32151,28631,1040,1237,768,340,50,22972,11904,10534,22426,11498,10928,14197,7390,6565,14120,6906,6798,13450,7479,5554,22688,9651,10855,19715,11538,7406,19664,9597,9007,19649,9886,8846,19346,8645,9311,21946,10588,10017,25400,12453,12237,24991,11344,11406,21837,10603,10172,19304,9631,9054,19183,9055,10108,18938,8386,9405,18772,9767,8991,19292,9262,9239
83,42A,33785,28115,855,1697,2949,225,30,40700,30230,1730,2734,5797,400,12,42509,30897,1338,2535,7094,492,38,41202,30234,1416,2505,6807,333,9,41779,30389,1754,2333,6853,171,42,24647,21177,498,1010,1843,148,16,27332,23000,652,1121,2373,166,0,30532,23401,795,1419,4468,330,26,30532,23401,795,1174,4209,45,1,90,817,27828,23135,670,1221,2637,142,0,28240,23012,963,1205,2961,52,4,19990,9986,9751,20779,9973,10806,14672,6975,7567,14638,6631,7782,13994,7200,6578,22048,11492,8661,20859,13321,7163,20807,11385,8867,20779,11377,8966,20488,10205,9421,22607,12722,9028,25911,15713,9658,25618,14265,10215,22644,13205,8734,20886,12796,7679,20682,11609,9051,20423,11013,8740,20617,12771,7835,20846,12616,8214
84,42B,39506,32202,1265,2703,3171,304,40,41740,32250,2030,3359,3853,472,52,42547,31666,1827,3862,4503,626,69,42096,31577,2489,3152,4206,614,116,41774,30972,1989,3877,4166,482,171,30503,25795,770,1641,2149,194,22,30957,26351,818,1941,1501,251,24,33531,26119,1211,2518,3127,439,49,33531,26119,1211,2182,2869,75,17,87,971,31043,26501,838,1517,1682,366,43,31248,26282,890,1860,1829,288,40,24021,12795,10849,24068,12619,11449,16039,8266,7583,15998,7820,7856,15198,8251,6674,24273,13057,8954,22229,14556,7151,22181,12646,8763,22136,12678,8801,21827,11458,9263,23968,13939,8904,26878,16807,9470,26491,15069,9778,23453,14080,8483,20623,12974,7244,20426,12050,8354,20207,11411,7992,20379,13109,7256,20595,12978,7607
85,43A,40263,29457,2659,5982,1904,660,75,40684,28053,2685,7878,1836,473,84,42830,27056,3521,8938,2440,998,41,40406,27489,2848,7975,1913,441,81,42084,28113,2309,9113,2255,685,234,31486,24760,1561,3613,1328,398,50,29532,23342,981,3903,944,249,20,33686,23246,2221,5776,1727,697,35,33686,23246,2221,5164,1519,164,10,160,1202,29433,23201,1181,3798,910,204,10,31194,23586,1121,4926,1215,224,10,22868,13390,8989,22412,13811,8601,14356,8790,5314,14279,8298,5571,13571,8604,4532,21972,12763,7086,19554,13479,5219,19522,12101,6210,19533,12292,6251,19353,11323,6626,21229,13231,6633,23815,15742,7397,23241,13728,7240,20411,13070,6264,17092,11570,4955,16922,11107,5789,16630,10106,5350,16807,11732,5064,16768,9896,6772
86,43B,38950,31162,1388,4491,1739,472,39,41784,32089,2393,5051,2064,512,24,42476,31419,2202,5710,2225,927,65,41858,30605,2392,6532,2130,594,22,41362,30670,2208,5651,2357,712,7,30818,25822,842,2798,1186,295,30,32608,26977,1008,3369,886,265,0,34640,27033,1504,3777,1584,674,48,34640,27033,1504,3180,1263,117,3,194,1346,32894,25868,1080,4553,985,322,1,32243,26472,1156,3135,1002,386,0,25331,16353,8497,24662,16237,8425,17061,11432,5394,16907,10924,5547,15979,10931,4564,24479,16096,6277,23358,17676,4961,23312,16206,6122,23264,16375,6088,23033,15118,6557,24913,17383,6298,27977,20499,6785,27537,18555,7032,24389,17465,5961,21712,16314,4849,21526,15673,5831,21295,14760,5430,21473,16525,4935,21227,14040,6976
87,44A,38693,27837,2288,3580,4852,490,71,41376,25914,3296,5432,6687,731,47,42823,24022,3570,5641,8938,1008,92,41732,25330,3006,5311,8112,605,26,42237,24162,3494,4409,9297,868,26,30012,23329,1365,2092,3050,312,44,30772,22445,1380,3122,3507,360,0,33256,21007,2260,3441,5971,662,56,33256,21007,2260,2957,5704,118,7,99,1104,30658,21881,1184,2542,4713,214,0,30578,21297,1444,2172,5194,357,0,21446,12772,8243,21209,13034,8175,13751,8294,5239,13725,7850,5449,12977,8109,4488,21061,11906,7299,18126,12197,5132,18058,10839,6079,18058,11107,6125,17744,10009,6444,20081,12088,6746,23136,14532,8074,22492,12774,7455,19485,11824,6658,16224,10006,5589,15945,9562,6368,15733,8668,5795,15918,10333,5568,16134,9925,6185
88,44B,39383,30987,2008,2923,3289,467,65,41571,28523,2925,5038,4719,762,31,42217,26630,3645,5338,5856,906,81,41519,27259,3482,5705,4975,1090,20,41739,26384,3348,5097,6457,934,76,30130,25223,1171,1553,2003,281,37,31241,24061,1433,2635,2725,314,0,32851,22999,2269,3166,3701,656,58,32851,22999,2269,2739,3519,142,11,115,1057,31095,23086,1907,2941,2809,279,0,30970,22541,1644,2648,3662,442,0,22253,12612,9161,21982,12784,9198,13617,7751,5620,13543,7227,5873,12832,7816,4658,21951,11141,8800,18210,11776,5738,18154,10129,6959,18148,10461,6901,17855,9198,7319,20470,11378,7801,23670,13665,9381,23008,11986,8655,19949,11233,7680,16603,9706,6252,16434,9150,7271,16143,8344,6580,16267,9944,6313,16435,9693,6725
89,45A,39221,36908,823,561,759,210,35,42320,39712,825,378,1106,300,114,42943,38622,1341,800,1265,720,38,42975,39384,1140,583,1461,337,66,42479,38094,999,817,1365,645,57,29383,27988,478,308,470,134,21,32221,30776,310,190,620,194,19,33083,30356,835,452,786,475,25,33083,30356,835,260,594,58,0,108,872,32440,30744,485,218,741,175,10,31339,29602,416,266,657,357,10,24852,11198,13180,25111,10500,14611,17900,7455,10196,17788,6984,10427,16881,7433,8978,25854,10770,12724,23807,13015,10184,23742,10722,12178,23683,10689,12275,23407,9501,12684,25948,11978,12786,29800,14749,14380,29357,13080,14512,26189,12438,12784,24364,12058,11719,24129,10962,13145,23773,10262,12411,24066,12218,11841,24322,12256,12060
90,45B,39200,35152,901,1527,1468,252,18,43142,37696,567,2136,2592,111,8,42996,36156,1436,2019,2600,465,55,44368,39038,881,1604,2818,150,9,43478,37487,1373,1264,3383,225,0,30861,28249,570,906,1012,166,13,32119,29962,350,1285,475,34,4,34400,29811,925,1304,1762,340,33,34400,29811,925,1050,1531,43,3,114,923,33752,31451,434,1036,761,67,10,32773,30413,612,691,933,72,0,26615,14745,11501,26652,14106,12546,19407,10233,9001,19289,9864,9073,18482,10304,7825,27025,15066,9602,25693,17305,7889,25654,15122,9825,25601,15046,9947,25294,13491,10568,27179,16296,9791,30005,19317,10122,29678,17523,10685,26734,16535,9340,24215,15612,8156,24096,14414,9661,23809,13808,9187,24041,15825,8197,24224,15779,8424
91,46A,38298,31023,1688,3397,1888,451,76,41215,33410,1865,3274,2278,321,125,42479,32263,2313,4554,2477,827,91,40864,32808,2185,2714,2385,354,87,41566,32312,2150,3284,2565,524,31,31358,26476,1078,2119,1437,298,51,32063,27965,803,1841,1049,227,85,35332,27945,1622,3089,1918,587,75,35332,27945,1622,2618,1580,172,23,203,1169,32096,27655,1254,1595,1211,283,43,32685,27876,1208,1695,1474,363,14,24753,17017,7274,24082,16466,7616,15305,10662,4410,15067,10208,4474,14263,9998,3780,24602,16904,5486,22960,17924,4266,22917,16644,5302,22898,16820,5256,22571,15477,5739,24504,17748,5489,27340,20711,5960,26795,18624,6235,23801,17563,5237,20695,15902,4279,20470,15280,5165,20033,14212,4797,20344,16068,4268,20102,13559,6305
92,46B,38845,30535,1899,3686,2548,423,48,40685,30297,2381,4623,3126,427,240,42292,31240,2290,4990,2957,733,58,41337,30682,2034,4859,3453,372,238,42317,31477,2111,5495,3236,466,280,30295,24874,1127,2299,1838,260,26,29372,24895,829,2345,927,306,0,33739,26317,1479,3188,2092,525,40,33739,26317,1479,2723,1784,97,9,156,1174,30628,25849,969,2261,1234,179,0,31976,26913,988,2491,1186,244,0,22983,13926,8687,23208,13896,9312,15964,9395,6366,15796,9026,6432,15050,9167,5512,23572,14648,6820,22395,16173,5603,22324,14498,7027,22297,14643,6942,22053,13394,7448,23873,15782,6966,26808,18953,7227,26344,16873,7757,23267,15769,6604,20449,14405,5586,20279,13601,6652,19964,12788,6294,20194,14606,5568,20246,13943,6251
93,47A,41284,32191,1818,3337,3813,392,52,41408,31278,2082,3214,4721,511,47,42231,29210,2387,4485,5365,791,83,41844,31562,2266,3295,4489,688,60,43432,31682,2658,4056,4815,495,57,30724,25020,1081,2032,2450,255,34,30230,25018,1109,1629,2239,175,25,32506,24119,1480,2731,3538,510,52,32506,24119,1480,2389,3271,70,12,99,1066,30764,25486,1157,1624,2159,245,40,32499,26269,1238,2254,2521,175,4,23486,13086,10003,23490,13006,10484,15559,8547,6816,15496,8127,7004,14696,8526,5862,23833,12862,8932,21133,13905,6641,21084,12141,8067,21068,12441,7956,20716,11051,8483,23012,13448,8433,25929,16032,9322,25421,14415,9235,22457,13430,8117,19308,12039,6760,19180,11347,7813,18886,10672,7239,19045,12261,6772,19187,11886,7288
94,47B,30329,24121,1041,1824,3245,210,36,38220,29078,1556,2963,4653,250,0,42625,30388,1879,3513,6014,590,59,38990,28535,1930,2892,5468,117,0,41880,30817,1447,2300,6666,236,0,20372,16672,579,1047,2004,121,25,24857,20534,802,1445,1998,54,0,30058,22498,1148,2044,3814,366,26,30058,22498,1148,1753,3580,72,6,87,914,25504,20334,986,1513,2607,54,0,28119,22501,952,1279,3292,109,0,16212,8002,8004,17791,8350,9441,11810,5414,6276,11768,5197,6375,11201,5533,5519,19941,9988,8339,18574,11590,6635,18539,9784,8189,18544,9960,8160,18143,8776,8586,21032,11416,8792,25765,14901,10346,25328,13302,10696,21617,12015,8911,20201,11643,8155,20072,10719,9338,19821,10215,8893,19963,11647,8302,20073,11391,8583
95,48A,34861,32090,1025,591,1035,190,15,40285,36784,1325,877,1117,141,47,42724,37703,1482,1174,1573,528,36,40498,36999,1089,947,1144,166,35,43063,38045,1189,1501,1492,306,140,24080,22525,559,273,619,111,7,28023,26457,714,250,489,90,0,30283,27337,856,612,995,299,23,30283,27337,856,453,813,44,1,63,716,28099,26714,599,271,405,119,0,30661,28327,776,770,533,168,20,18230,7283,10628,19788,7587,12201,14273,5567,8506,14230,5125,8708,13408,5661,7415,22008,8010,11957,20619,10648,9422,20503,8505,11209,20529,8657,11172,20223,7457,11673,22674,9532,12073,26640,11792,14201,26253,10617,13992,23214,9965,12398,22123,9785,11831,21914,8922,12979,21450,8324,12073,21685,10008,11659,21933,9108,12798
96,48B,37445,32780,2079,834,1620,225,20,41009,34419,2529,1451,2581,351,58,42903,34550,3128,1572,2772,603,49,42516,35567,2465,1558,2754,388,56,42614,35037,2938,1539,2626,315,31,26263,23514,1202,420,1024,148,13,29333,26216,954,715,1280,134,0,32017,26847,1931,850,1781,397,39,32017,26847,1931,670,1576,70,10,90,823,30621,27378,1025,870,1131,172,0,30561,27258,1138,698,1276,207,0,21316,9687,11301,21720,9429,12291,14740,6173,8400,14662,5818,8527,13981,6280,7355,22686,10351,10142,20731,12132,8086,20657,10125,9829,20648,10192,9815,20371,9034,10295,22898,11515,10288,26707,14511,11573,26367,12846,11805,23048,11912,10243,21070,11296,9309,20924,10320,10587,20589,9690,10034,20757,11341,9406,20875,10484,10371
97,49A,40355,35060,1014,2175,1978,255,37,41791,34269,1126,3504,2535,379,112,42615,33693,1766,3315,2979,593,70,42691,33319,1021,3947,3223,406,128,42553,32770,1237,4074,3655,379,79,30918,27750,610,1170,1274,145,23,31308,27616,556,1562,1304,182,0,33498,27744,1185,1874,2040,431,44,33498,27744,1185,1567,1762,43,12,104,1081,31910,27502,558,1759,1708,252,0,31545,26653,665,1944,1931,325,0,26446,14309,11732,26204,14060,12144,19346,10324,8782,19222,9898,8901,18264,10228,7637,26756,14766,9592,24532,16369,7567,24479,14436,9209,24427,14411,9283,24159,12993,9879,26155,15613,9361,28801,18401,9726,28424,16745,10093,25594,15767,8906,22771,14657,7621,22554,13688,8850,22309,12978,8419,22549,14897,7639,22745,14689,8044
